"Postcode5","Postcode5Boundary","Postcode5CenterLat","Postcode5CenterLng"
"49125","}io}F|fha@xj@z[vBkCzThT`i@}@`GhOrCgAWhGpSnb@`Yb@x]rn@rWfXfLnwBaQxhA}g@ft@ItXqE`Bs`@qFg~@sm@yWcGwF_s@yUuw@}Bd@sKil@mPsZtC_p@xEGdFiq@^{mAiE{]","41.6810457547","-5.65534849504"
"49126","im`~Fbpda@C_n@rj@}kBt]uh@dWn@liBpwBhX|z@ba@m@dqAfg@~vAucAde@oNfW`pBb_@vAjQ~~@hDvlBuQpbBxw@l_C}g@`k@sK_VkLzCyb@ma@aQ_Aga@ss@wTgaBcx@lRcuBcf@w{@hB}YwJwByp@iy@^qr@yp@i]ybBcFscA","41.7400311046","-5.61968181372"
"49127","__s}Fpxq`@`HqC@na@zq@|MjGf`@tiCszApk@zoBI|f@ph@be@rSb@_Af`@kg@x^cl@`Hq]~p@ig@dFeRhbB`Tnj@yw@xoBo@zwAc_@wAgWapBe}BdsAeqAgg@ca@l@iX}z@miBqwBeWo@dwBe~FvdAi{@le@kkArjApUbs@s_@","41.7225577666","-5.55080985664"
"49128","y{|}Fjhi`@pyA|x@lfCzd@vrAflA}C|y@~Jdg@cs@r_@sjAqUme@jkAwdAh{@utAncDoa@tyAwkAvHqgAcoAhZutFtu@s{DriBmhD","41.7649344815","-5.50988727368"
"49129","yyi~Fjqh`@dy@soB|n@nFz}@bb@xZeBrZvw@tMyG~IxIdFaH`f@`aAhLqGnBqj@hQaK`s@dC|I~a@nRlDsiBlhDuu@r{DiZttFo`Ay|@a_A_F{dAikC|TyaCo[cd@w]cnAjA{t@fRiSzDa^ef@eu@`VcJ","41.8087752342","-5.48920450836"
"49130","ypw}Fxoma@jgA|YmKv^lYphAqf@~a@mLb`@xKtgA_Nf\vIzJIvWpGbB~b@hcCs^do@iEnEokBa{@agC`@_cCwf@qGqbB~Zkl@nWfe@nJb@rAcc@zL{IEe~@jj@u\rI~A|m@gn@xg@~E~AoO``@}Pvp@uz@HiKt[eh@","41.7562977186","-5.69228418331"
"49131","gb`_Grwz_@zHxHvQoBpI|Pde@}JdBuKb^hTnAkMeGoY`JaK}@_Fny@wn@wAuHjDaFmGmc@ry@aq@v[jBvFiCdAwQ`DeGzDz@uA_KaPiMiDqpAvDua@wIel@~DqRbIyC`EyW_GmjArMdDbc@`f@xa@xP~\hFvc@[b@x[gEDuCvSdGtn@qF~tAzL`sAgD|MtAdi@jz@`b@qKpBGxI{]zg@_r@lh@em@tIiOzb@uImPso@cPe`Abl@kYaC}EuMgV^wDbP_NyBsLbVuOtGpDvP_Ehd@mVuPgIvCw\yHlNoV~AmYcGa`@ug@`J_GeCcUzJ{A{G|FqYra@sL","41.9037310597","-5.35840433496"
"49132","e|}~Fb`q_@GuxAx_@scAjImBdt@s`AlL}^xu@rLvXx[~FljAaExWcIxC_EpRvIdl@wDta@hDppA`PhMtA~J{D{@aDdGeAvQwFhCw[kBsy@`q@lGlc@kD`FvAtHoy@vn@|@~EaJ`KdGnYoAjMc^iTeBtKee@|JqI}PeSnAaTo`@z\{W|EhFjPcTgEcJpJcb@w@aiB|Wy~A","41.9250724403","-5.34034392632"
"49133","ewc_Gfde`@bf@i]pIpGvNbk@nF{PfZvX{o@nm@y`@|bC_FpCaGdUcS~KqAfs@yR|XkRl{@}e@rvAiPoIsXm]{Aqs@w^{bApcAqU`g@knBbBeYvL`ArCoMiE_\vPax@ja@uu@","41.9741375232","-5.47311304279"
"49134","qyf_G|~s`@hy@asCxR}XpAgs@db@wf@x`@}bCzo@om@gZwXoFzPwNck@xb@jJ|ExKbXsLzp@|c@fg@xDpObRnIkS`b@pThQptB|h@znA^jdEnKlK}x@|x@eeAnd@wt@`l@m`BzL{r@wFcSsy@i^rPgQe`@qm@oi@nDkM","41.9455268663","-5.49110762027"
"49135","q`~~Ftdba@f_Ami@re@siBhu@my@LlIdPwKJeqAoJ}Z`{Am@na@_f@hGdCzv@kzAzsCtnExrCopD~\jVbHlQuz@jaBy{@pg@_m@rz@_[z`DcSbJo~@mMeJnXk^aLlSdVcT~k@zIdG_[hbBm~BzbEgEwMqOtGcd@m[jWwkAiY`Gg@mSet@chAzBoLuLqLwu@xB_]qMmL_bC","41.8916237999","-5.57573479154"
"49136","i}u~Frska@n{AgdCfe@owCmSeVj^`LdJoXrrAhB~Z{`DxiBecBtz@kaBhs@dqBz{ApYflBjyBvkAwHuwDnyI{XnX}SqX}w@aAkhBv|EmiAlmA_|BqwCqxDvs@lz@{tAyi@w`@","41.8375730186","-5.60048855307"
"49137","mm`~Fbaca@jCheBd`@bpBpr@xp@hy@_@vBxp@hLbGbwBnK_\nt@wp@tz@a`@|P_BnOyg@_F}m@fn@_u@tYDd~@{LzIsAbc@_c@kf@eYds@wo@iYsd@nBylBph@q@pc@iaCk{F~y@uz@pEoc@za@kg@|~@{oCnd@xLlRwJ|SpXzXoXjmB{bE","41.7995736325","-5.65714093632"
"49140","wdv~Fnugc@l`AidBdLaeHluAh|BeZlqEvoByiAz{CpBnmBkh@~fAjkAnaBneEygCx{JiiC`pBqt@xxB?fk@~ZrSkf@nmBdVdfCi`@~T_Z{IumCvjGwOguB``@wuAyZcoA`kAymDkAcz@i`BcyDtl@c}Bgj@ysGy_@}{Awx@fL}\g\mNuyA","41.8450487755","-5.993654219"
"49141","wlr~F|aub@jm@yoDr]klEr_ArOlw@w[dHrEa{@|bGxi@^fYjUhf@fm@tf@|cB`u@xs@ft@v|CqC|hDybAvYs]y@aKlOgjBkLsp@xHwoBxiAdZmqEsbA{oAyQmk@jh@egE","41.8518506589","-5.86938096672"
"49142","mhu}Fvjna@vDcHjr@iIvTfaB~`@jh@FfJ`Q~@xb@la@jL{CrK~U|g@ak@vF~r@xWbGf~@rm@dg@nCT`rAog@}Jga@dg@i~@nf@sRjf@st@jt@dOdo@kfAxOay@o`Bsb@oJs_@shCqGcBHwWwI{J~Mg\kJke@rAas@|o@kq@mYqhAlKw^","41.7093618437","-5.69530676117"
"49143","yui}F~zxa@vb@buA`c@s]tc@~T`Rlc@qBzc@bFnQ_Cx_BcNha@`@bo@wClEuMd@{@xKaJaBcL}RoJcAeXnZaLsAcDhDaE~TsKeI}HfE}[k\sBjDaDiD_TbGw]yh@ci@i~AiQuZk\pAeOeo@rt@kt@rRkf@h~@of@vOyZnPkKng@|J","41.6732901082","-5.73417842057"
"49144","wp`~Fpxmb@`c@moAfRjg@xj@Khk@q|C~r@_Trj@hIMo`A|S}c@fMbBgHqd@vNmk@lyAabDrb@nJ`y@n`BvcBkRdzAxcDt\eGnr@h`@`E_Uld@xmAkbB`_@wS|qBvBfdFqYjzBq^l]oz@qSyBue@`[onA{mAuTwXquAzIgh@zgAuPaXmh@icC{g@qXnfA{YiOcFii@k[Hk_AdsC{\r^sdAsUubA`@qo@qi@_X_u@<br>yru}Fxkgb@{UwIsErr@~WeInCu]","41.7193132196","-5.78716213495"
"49145","}ry}F`o{b@lF{jBrRoVf_@k|FRmg@gJkQjT_k@hS}NhT~AbFhi@zYhOnMaM`Jmx@ld@b@pz@`b@hb@tC~YrV}@xPak@`Ay[rN{Ifh@rR~`@bEps@hOxJp}@zHa[nnA`@t^tIrNpr@|JdY~gAi]df@kf@pZabBlo@mb@|BmUro@zJ~O}UfjBiVwJuD{x@eXw`@_q@i`@}t@{C}\y[xModA","41.7236082467","-5.85513343249"
"49146","waz}Fpt}b@|\x[`M`BjSyBf[lIfh@n[zU~ZbJze@cBvW_cAjq@cx@|F_cAy`@}WkZb`@yoBdS}i@","41.7453388086","-5.91062244837"
"49147","aw{}Fhpbc@|WjZ~bAx`@bx@}F~bAkq@l_@vOb`@fu@g@vX~h@jbBf{@f[drAbeB`JjPou@pqCeF~oBe`AyIeuA~DkbE_~Bab@muCwiBesDjfA{nC","41.7288521489","-5.96529675"
"49148","g`p~F|tgb@`rA{`Ars@[@b|Ary@tr@~rCxMbxCveBdoAraBtaCnRrz@ezBfJjQkmAd{NmwAb~EmuB|yDoaBoeE_gAkkApC}hDgt@w|Cau@ys@_nAerCadAkV`{@}bGs`AbU}s@oJeK}r@","41.7972433817","-5.85795025742"
"49149","cii}F`qdb@jj@e]tb@bXvUyVo@_e@js@lgA~GwUbw@pu@~aBqYyRdVn}@xxByVp|A`^bx@qZ`Osc@xeAs`@rNoUpc@omCxkKeGypApo@k_BoR{_Aeb@pDyt@np@ahCd^yb@ukAp^m]pYkzBwBgdFvS}qBft@g[bm@yBmd@ymA","41.650876059","-5.81476405433"
"49150","}yd|F`zka@xHoApJpG`UcThEiXjCfHrD{D|JtMrl@`kAf]aBjO_I|Ruj@vC}Xr_@sZrhB{vDhvA|sAiqBthFk{@pKye@ta@dDlQkKh_@_F^nIn\gHAkX|Rwi@cGag@|Fif@`}@yi@asCnHwrB}EsW","41.4508813044","-5.64176199953"
"49151","c{d|Fhnya@lGatAhgAy{B`g@}Fvi@bGra@{RoIo\jRi`@eDmQxe@ua@j{@qKhqBuhFno@yPbFyS|o@kj@`Toq@bd@l_ApqAr`BxN|k@c[mGyzAl~AspAjx@_Uva@kVplAjq@lMf[zw@wRpE{JwZuQrCj@rKshA~uAcx@bn@_b@kPeo@sBgp@xaAmGnh@{i@dR}x@hCaXtNkPcZwo@}YjCkL","41.4287249881","-5.65982541441"
"49152","ayz{F|_x`@w^joAzi@~m@~XsHxClOb^ff@zJiF~[fLtv@xGx\hV|e@bLpChMc@lt@gOrj@}Sd[wEl_@}o@jj@cFxSeUn@iYhOivA}sAykBwyBsT`FwZurAuIe}@uKsUaEym@sRo]cCuUx@eH`t@rXxSkEyCiSnFSjR`SbHoJx\cDlHiQnOjH`Xc[f@`VvFKtGhK","41.4264827238","-5.57214763318"
"49153","ayz{F|_x`@f@fJvI}@ta@i^e@wKhTf@fKmMz\`ArFyXbi@fPrMmYpFzIl{@o^dWjJzP}Gtj@uq@xO_{@pf@_KjvAyMdyBrCra@bg@l^taAon@|Pod@d`@mkA|xAkGnp@gUx\uw@baAi[{@adAngA}Mff@Xhd@s|@aG~F{`@yE_i@wcAmc@usAaU{JhF}b@uv@_YrH{i@_n@v^koA","41.379435091","-5.53554229801"
"49154","}jm{Fxbe`@hDkrAji@~vAjr@z]js@hHjYrl@_GvAtVjU{BrG`TlCrKgs@zGuBhLhFn^xwA}FpIzo@tn@lJisAlRtSnKhBxVsOal@twCgWbq@kpDwOcK``@stAUuzBlVqN|WoCle@{Xi]o\uMdIwYtf@mf@j_@ks@nb@gCb[h]vOmPxBcTyn@qmAx^_nA~FwxB","41.3424032142","-5.47336529461"
"49155","}`n{Fhup_@bh@gAdnBku@bpA_OtoAltBsQxx@ePdCyI`u@vVbvBxcAdUxaAr~AiCl{@_dBhqEza@ne@oOnlD{o@un@|FqIo^ywAeUsBsKfs@aTmCee@knAks@iHkr@{]ki@_wAhB{{Bo_@seBbPyx@b@uvCyZkvAlJwl@","41.3340401237","-5.39188064097"
"49156","qac{Fpqi`@`DexA{a@oe@~cBiqEhCm{@zc@Gj]lX`Bxk@``@rc@gDhGhLvv@pYb|@gXvaAs`@tj@_]toAxA`rDjEdQqIeF}b@f^jOluAxI`~CkLuCmLbWbBtPaSbPuf@guA{gAudAij@k`BkHdExYlt@aFtIsIsWwBpPwi@}sAsa@cg@qc@}BbKa`@jpDvOfWcq@`l@uwCyVrO}^_W","41.2997692419","-5.47151087385"
"49157","mtd|F|c}`@lZq\nQhHxN_KfD}e@zUaOaBma@dRgHfMhBnLhY`Exm@tKrUtId}@vZtrArTaFxkBvyBshBzvDs_@rZuWrdAkO~Hg]`Bqx@wyAsDzDkCgHiEhXaUbTah@uJaCo[aLy@qCenBtIaSuBwy@jV_sAyDuJ|\uk@sFyfB","41.4629329608","-5.59838467618"
"49158","ctm|Fru{`@lOcHtp@n[`l@lEtg@eXfLXzz@lIzJxWdXnZrX{PrFxfBiHhUsSjUxDtJsGtNwMhcAdA|eAeHzFnArwA_JzEaD}AkFrEKsDkEBcAxHcHuMiEzDo[qBj]cv@fFwd@{Aof@_d@gc@q[}qAgyAydAzIs\ur@{p@mC|@Wo|@","41.498833836","-5.57971149089"
"49159","wwi|Frjna@lQaB`Z_aAaAeNcKqMjJwd@n[pBhE{DbHtMbAyHrIdDpRgI`ApU`Lx@`Cn[tRrD|ErWoHvrBxi@`sC_`@v}@yKlaBgz@{Qkt@lMcLcNiXcD_LuHrb@spAuEmg@_PcOyPrCuZjf@yI~CgNVgR_N_KgvAbFkXvr@yfBfL_Op]d@","41.4966864005","-5.66979394059"
"49160","exl}F`kmc@lyAecDd\wpA|NNbpArcB`l@|~Ajh@zo@|vAn@pc@mb@ng@gFlm@u]jLqZt^xaBln@ny@}k@bKyt@ea@sn@dXli@`n@_Rjx@qZaGq^vd@{eAtkDkb@z`@my@pxCim@uwBytA{gBqnBgfAimAb@dF_pBnu@qqC","41.6502350122","-5.99228273453"
"49161","{wr}Fhq}b@dyBsr@jf@qZpT{c@pt@uMd_@nFtdAsUzdAmz@d[zOlIjs@qo@j_BzAbjAip@lbBiaAdfEa}AtjDg}AovBg{@g[_i@kbBf@wXgi@gz@|UgjB{J_PlUso@hKW","41.6858215046","-5.91139451497"
"49162","w{e}F~k~b@`hCk|JnUqc@r`@sNnh@sgAfZwE`P|e@tm@v_@viAzAjUb[bc@|LrYrtBrSlVy@bh@pVbv@vQ`DwDlo@}o@xhAk]nJ}`@cIen@zfAkDx^cNlG_o@cKeFjLiTwIuZ~e@s@d_@dUpFclAxx@ghA}VuH_w@{xAkiA{^cf@lDmN","41.6082165627","-5.87120225142"
"49163","off}Fvt~b@dd@xl@zxAjiAtH~v@l^`EjBdFt_@dHvQIb_A_w@`c@f\fRb`@Tn~@en@`o@C|MlUtf@kLpZkL~Aa`@tZog@fFqc@lb@_t@zB}a@kDkh@{o@sh@uyAct@ukAm^e\}NOvg@}{Bhp@mbB","41.6322194786","-5.93869029822"
"49164","sc}|F`cqc@y@_Tyf@o_@pg@q[hYxAhc@f\|k@cKl_@dMlEbzAsVfXpCpPpz@tMpbAhe@zx@~gAvFxj@e}Br~FqiAdbAgp@tLi^u`C}UoLwWrCw`AaSkf@pZqh@\wLgJ}b@xM}`@o]ly@qxCjb@{`@zeAukDp^wd@pZ`GlOml@","41.5969146196","-6.03385256603"
"49165","uxx|Fbsoc@ha@~CzMuEz_@mtAbUgDdsAxv@JeSbGdJvLbDbp@sDxd@tLnFyCxd@v^|MfYbc@T~`@pMBzh@gEzZyf@j\{Srd@_I}Ck_@|A{v@x}@yHk@Q{Gqd@pGs^vN}IfK{x@_hA{TqQul@wR{e@cDuSqHqCqPhQyIhDmMiDyg@zDuZ_FsU","41.5515723846","-5.99607386189"
"49166","ils|F`wwc@pi@_[pd@qGjIfIzv@y}@ji@~@t{@_bAjEmfA`vBpx@l^je@o\x`AhE|p@pZvc@o@jeA~Zl`Az_Anm@{m@vvAedAzu@lKlXtXdHcF`[_XlIcs@ml@ctAqFs\t^eDtkB_WtVsqD}JueAm|@kbA_bBwJol@faC_mFfAckA","41.5267553681","-6.05601037368"
"49167","afn|Fhjbc@fK{Q|XgHf[lHnl@|m@``@jqAv`Bb|B_MdF_Ab}AdHtFmWdfC~E|Q{HzPw_A_e@kPDefAs_@cc@U}MgYyd@w^oFxCyd@uLcp@rD{TiO`Lmz@`Yab@oD_K~Gk}@`NmEbo@acAdQNhAs]pQ{PvIsl@wDa^","41.5191042074","-5.95726029777"
"49168","}qc}Fxt_d@xTgCbMqIvLfJph@]rTwRvPyFzFLwB|yCoC|WyLt`@sZkDgi@{e@ob@yr@mFqSuUv@xDao@fL_R","41.6270405642","-6.07641571611"
"49170","yga|Ftwjb@jOsJeA}f@}Mso@bI{g@nl@la@p`@fHd}AcQpb@dEdJoHhCjp@rd@tv@cM|a@{G~DNjo@mGdQvTzS{j@|DiFfLvFvPeCxDzCvNsLhJkE`ScN~KgKl~@{i@u]sAyJsM{OsENbCvMkDxDqI}B}MxFeNkOdGwWeB}Jg^kZiZ}o@h@yb@mL{X`QkYuNa\","41.4427131406","-5.80277597463"
"49171","uay{Fhjnb@tGjLpGrGm@bBxEvG~Fj@xBxApSoKjGHlCvDeQnd@gMpUkGfEmJxAgIGo`@gCe`@yGpDiLQiCrLiJ{CwNdCyDwFwPhFgLjQwCpRkA|Dd@","41.4215912577","-5.82159052525"
"49172","{}v{F|iob@rGmAvJ`HlEvKfTrMpFjPjInDXbFgAnIkF~TeJx\yCbCuIgAsLkF}`@qr@yCg@qI}FfMqUdQod@","41.4070429884","-5.8284101888"
"49173","w~p{F~{vb@?xFq@`F{NrAkDFoFuCjBiNRy@xDmBvIPvH|E","41.382189332","-5.85768136058"
"49174","ymh{F`d`c@ypAfzBqrB~tAoHyl@cy@o_ByNyaAdVar@zXy\jj@y\pRwDpdAVzs@jGjm@djB","41.3595173538","-5.90731922528"
"49176","m}j{Fnczb@xx@{o@xJnOfjAsnAje@kK~zBzjArgCfvB|zAf{C}m@tvC`gA`_AhM~fE_TxMea@qB}FuR{]kK}`CpCzSceBuXaH}aBwgC}`Ap_@{Aqe@opCe~Gqk@eEhJenA","41.2991783741","-5.91172630265"
"49177","ylzzFpjbc@dFac@lxCajAzo@~aBzmAzo@xwFgr@`XjNk@`z@~s@`n@js@yDqCfa@nj@iShFlaAxN|RjUiOlW|e@ac@biAkdBjv@{g@uBac@ro@tFlc@h}BnlBiLjwBkeAxf@wmAkCuzAifB}h@kLet@xkFqb@phAuf@~TkcCulEj[s|@ml@_wCeiA_tBiM_gEagAa_Avf@srB","41.2088947533","-5.97063594483"
"49178","yvzzFbspb@r_@jUjl@`cA`dA|w@fUxBnx@``A~Hx`@ox@pkApG|xAgPvf@}l@nd@ojBpd@}`@{kA_y@knAsgCgvB_{B{jAsEgp@bHwCd@}h@ly@eh@`UzVh\mQvnB|b@br@cYpYmc@l_@uT","41.2696829432","-5.86322216416"
"49180","{gl|Fhjxb@fNtV~|ApiAnjAja@vnAmD`n@_VlRfEfOr}@hXhUvhAsl@lY`Q`]~vAoDfm@vRxR|Z_ItEx[sNds@ou@xuAub@pc@qSw[_i@aYCsLqVyHmHzDeIyJaMtWo`@rDom@l\gNx^cq@b_@w`Bc|Ba`@kqAol@}m@g[mHgl@~XhFgv@wE_bAhL}q@qBkMea@kZ`i@cj@t\_q@jTyH","41.4836360395","-5.90978811974"
"49181","isf|F`vic@bq@c_@fNy^nm@m\n`@sD`MuWdIxJlH{DpVxHBrL~h@`YpSv[w]pl@gIriByd@fvAjY|hBeKhbBan@x|Ae_@pzA}E~k@cTzW}A{Jm]kYy^oM_[m`AJajAmYa_@{BwPk@_j@l[_v@m^ke@zH{P_F}QlWefCeHuF~@c}A~LeF","41.4747465231","-5.9911274744"
"49182","ukv|Fvg}b@w@|WfS`XlQd[uCfg@mTn_@ys@}KeXeJwt@ePrD}KG{Qdn@{fA|`@bInBoGtUo@fGaE","41.5771586936","-5.90200368191"
"49183","sdz|Fju`c@vbChh@aL|}@aNpqCrBplAvQf}@}YpjAmG~JkKpCq^qBeb@sNse@gl@_Pc^cJgx@_c@udA|ByN|g@w`@~Ecm@aCoWgRc`@ac@g\eUqFr@e_@tZ_f@hTvIdFkL~n@bKbNmG","41.5870772607","-5.94242681963"
"49190","iyc|F~x}a@`FmcAzSyA`XuNzo@o@|r@_UOgU|GgRfp@yaAdo@rB~a@jPt^nr@oD`KjQji@hNhC|eAfo@`tAjg@x[g@mP`W_RmCyUdDgZiK{e@xA}zApWg@lS_KfWga@|\asAjb@qa@uHmT`U_Wn{@sKck@tDmQ{F{W{OwCcOm\cy@s|@qCkf@","41.4424015677","-5.72599028376"
"49191","}uy{F~`wa@`eB{rBk@sKtQsCzJvZvRqEg[{w@kq@mMjVqlA~Twa@rpAkx@xzAm~Arw@`Lr[h[~s@`Jbc@xjAyvAx}@cZ~w@lFlScS~\bNvB~Ihe@oHpc@rCj`@gTv@stA|y@qYtyBvTfu@o^bOy[f@ijD}{AkQki@nDaKu^or@t[gQ","41.3902414873","-5.67410437515"
"49192","sa~|Fzlib@jm@be@jrAeWbxAev@|PnCXge@`b@ga@tOes@rSimAkFa]jMqIjG{v@deAwCrTog@nhAfPbKvr@zNHpL~d@Mnc@gYhw@lHdd@qi@jNB`s@ju@noBuXzkA_hAxQiz@|t@{Cpa@|SxkAn`@zl@vHpg@bD~f@{Prg@eo@vFww@dk@a]SgYcy@x@ch@sSmVsYstBcc@}LkUc[wiA{Aum@w_@aP}e@g^dKtYuRa^cx@xVq|A","41.5615515393","-5.79789541436"
"49200","knv{Fxpvc@pB}BnoAa@`XuH~z@ocB`cDttHtlAv~@llBof@hvCuaB|_@jZha@ffDyQ`|@km@`\tFv|@`_A`gCzeAzh@urAneCsqAgd@c~Brm@ur@ejBqeAj`@wlBbzD}aCbn@|Ggh@cdC{qFpj@{WlA{]yz@_Uea@irEjjAilFc~@iiC","41.3524854935","-6.09129357798"
"49210","c~_{F~umc@|`CqCxe@`_@tmA`@dA`t@no@rr@ll@~vCeAlb@eYdYd`EzwGvEvcDyMtv@okAam@iyAdX_uCr}BmvAsYmSs[kw@sTcy@u~BuFw|@ru@gl@zCsnBs[ocBsr@wg@pj@bBpmBaxB~wBd[ivA{bCq_As[}v@gjC","41.2591941886","-6.05824569347"
"49211","e{e{Fdhqd@iG_bAhj@o]xrAcOrmApg@tvAyhClvArY~tCs}BhyAeXnkA`m@l{@l|AlmA~~@kiB|sDeGt|A}rBd}GkcAz|@aUbiBojAvbBsbAgb@imAdQsc@qs@kf@nB{bB{jCalAidDvt@soA}}@czDo_@jAvGiz@","41.2600270632","-6.18087107771"
"49212","mnq{Fretd@~YeAtqAg^zMtcAcD~vAhWds@l~Abo@`o@t{@tIrj@`KnJvCnf@eb@`hBEzfAge@`Kgj@eCeu@rYij@g_Bml@mRge@qq@qIqc@ePqUeE_g@kZiRwc@bMe[sF_CoZbJcv@sb@{jBzmAwwAdz@{_@","41.3672288832","-6.21550394316"
"49213","y~p{Ffiae@hf@~u@ll@lRhj@f_BtJn|@{c@f}CmChIap@iEkMhLug@hxAoc@xFsRyLku@hOqi@tsA_VzHii@oe@u@obA}[ew@_qAoeAk`@DlKg`AlhE}`InSoObz@~eApkAwc@","41.396062514","-6.28111242328"
"49214","k}e|Fpdfe@l\{LvbAq_Adb@cyAzf@{b@m@kP`T}Kzp@Ef`@jXpp@bdAtuAgr@nNu\cv@utAFa`B_Jal@jg@gd@xmAtFxc@lXrb@zjBcFrqAd[rFt^sMnP`F|MvKdE~f@jTb`@VbY_gAd_@cz@_fAoSnO_`E|oH{SfqAqx@~z@q`Asv@{o@s_AaW{Kur@eCsq@wtAcAar@","41.436831404","-6.24727970297"
"49215","gp_|Fx`id@re@}hCjkAg]|yAx}@fr@xrAvb@jAdkAx_@@da@qj@zWbdCzqF}Gfh@ez@z_@{mAvwAyc@mXc}@aKax@rh@yv@kHypAnZgGc_C`XycB_qAaoC`n@u~B","41.4248625588","-6.14406194034"
"49216","sfp{Fbhrc@zFmzBzb@weA`w@wBqDsjAyi@g`BprB_uAlrAcvBjcBluE|`Aq_@r{BxpCqPbiCrs@ffBp_Ar[huAxgCagA}a@}n@x@qmB`xBqj@cBtQjL}|AvbAyeDleAgj@}O_nCc`Fov@kbCr]oT","41.329386234","-5.99053422399"
"49220","ctk{Fve~e@nVwmAz|@g|Ayd@s[`r@u{A~EyfAtc@av@~p@~@p]|pAfdElCvjAeZnVzOkRjdBqh@ll@uk@hnBrBt_Ani@ru@jQ~pC}]_DoJtQdR~i@}XteCmr@~v@rc@~cAqLvtA{b@hBkg@iy@|KkwBki@smAkPeIgTlO{d@gRgx@wiBwh@lk@grAwaAgc@kzD","41.3102839777","-6.38624190599"
"49230","w~l{F|sfe@du@sYfj@dCt^wJd[bb@`XnFfPlZzOyOpi@qAjg@pN~w@ffAtj@|d@rfAtrCp\zInq@hd@rQpl@mG~[oV{OwjAdZ_hCb@wIaKop@nE{h@whB}Fmo@s_D}mAyg@~Gc`@qMvTkw@xG_|@uJo|@","41.3172267692","-6.29745024796"
"49231","ssp{Fbqwe@@}Erq@sc@fs@er@f^ig@h\jCrdByT_FxfAar@t{AbMvNhUfBxAlDuW~u@se@li@qBdZiOt[kFf]iO_h@e^iT}OfLnCnh@qd@lm@kv@jAsYmG{PcNiQqq@h@aWk_@gn@eDaVt[dA~\cUvVy]vL_i@","41.3627879996","-6.3614239652"
"49232","_ir{Fbbqe@nc@yFzJgSdLoq@~\{^`p@hEvIer@b`@pMv]{A`IcExtC`gAxIzErNhfAeUcIeW`Huc@`v@sdBxTi\kCg^hg@gs@dr@uq@dd@sEmm@sn@qnBZsi@","41.3578103538","-6.31814959234"
"49240","ocf{Fdeod@Mh}Bn_@kA|}@bzDiC~P}\~FoRru@dy@v{AzQpgAzbBzjCjf@oBrc@ps@hmAeQrbAfb@}S|k@dSbq@sNlyAoj@xzAun@pn@aoAeo@sfAurCucBelBkg@qNqi@pA{OxOk`Aiw@r@}tAl`@syA_B}t@g[g`Aqi@qq@m~Aco@iWes@bD_wA{MucAfTuLtl@kjBpz@ox@nCgUfc@oDha@{Ztr@djB","41.3145061237","-6.22635090155"
"49250","}kx|F~{qd@b[wt@d}@qPrQkaBff@qYb_@m{BfnDvN~VuVxYtr@ld@aJeHzn@lPn]_Xp|@_LlJuKgH}ObZbF|c@}Rv\~d@j{Bhp@`e@`Hde@}Zho@tO~}CoWvz@{b@jV}Kf_AmpBgqBu|B_u@_~@weAuj@woA}HsjAqXcPcAwyA","41.54070812","-6.16916871907"
"49251","{dd|Fzupd@fc@_b@~e@mGhYsS`XkHtFtZfp@lgA_UniAiBjdCnG`TxDd@~Pu@~x@_Zxv@jH~I`l@~@pf@kFx`@bDtVlw@l|Am\t`@aiAnf@qp@cdAg`@kX{p@DaT|KxBsM_FwEnJ}LyPwo@oKuJMwLuKDie@}^{g@cCnSqcA_Lcr@hAenAgEaVpCs]gQml@bIoT","41.4531071928","-6.19311377471"
"49252","_aj|Fjjud@p\_]p@_^vh@uv@vf@rJfn@kVbQl@fQll@SzcC~Kbr@oSpcAzg@bC~q@v^v]diAoJ|LrCve@{f@zb@eb@byAwbAp_Amb@pLem@td@}SkTrHcv@{JuXkLkBqgArj@gKwPyEkx@wYsl@|Kg_Azb@kVnWwz@oNsyAdIml@kJ}U|Zio@aHee@","41.4904365796","-6.2148517983"
"49253","kqj|Fbfid@xqAiq@|jBnbBnr@nX`j@~b@`]lNvNdg@aXjHiYrS_f@lGqZrVyQz_@cQm@gn@jVwf@sJwh@tv@q@~]q\~\g^_PyOsQ_BmVa`@a~@eBig@|Rw\cF}c@|OcZtKfH~KmJzIiWgB_IjPgZ}EkLrCaFcNaIzKuV}CaM","41.4953005191","-6.14024310168"
"49254","}uc|Fnj~c@hjBg~FdKibBkY}hBxd@gvA`hCd]`aA{LtVfs@vAtzBp~@~kBi`B|o@au@djBvRl~@wj@`hEkkAf]utArhGirBehA}jBobBsoBvt@e`@eu@v@uaB``@uh@btApFbs@ll@~WmIbFa[ce@sa@ddA{u@dn@opA","41.4574619548","-6.05444589429"
"49255","knv{Fxpvc@p^by@p^doAkjAhlFda@hrE{QcMsVrAcK_DeKsIaf@ehAkq@ih@kV}CiQqWpG}g@uAmLx\afAdHsbAl@gOeTen@zg@yw@fLu[AuTjiAim@|SYn@_D","41.4164947993","-6.06256043258"
"49260","itx{Fd~nc@fFqCd\nKbUu@x]xTjx@zVbMfXrq@|WlNmAxGda@uw@`}AaXtHmsAfAuP}c@oYw]oQkb@xB_[wN{l@tHkj@sCqR","41.4024062892","-6.00032241286"
